EntryName,RelatedPublication,OriginalDataAuthors,DataAvailability,ResultType,C10,C20,C30 ,ShearModulus,FittingQualityMetric,FittingQualityMetricType,Stretch_Range,Tissue_Category,Tissue_Origin,Tissue_Source,Tissue_Health_Status,Tissue_DirectionalCharacteristic,Tissue_LayerwiseCharacteristics,Other_Tissue_Details,Sample_Dimensions,Sample_Preparation_details,TestingMedium,TestingMode,Experimental_Equipment,ExperimentalDetails,Modelling Details,ModelSettings
bovine_medial_meniscus_circumferential_bh_01_yield.csv, 10.1098/rsos.181166,"John M Peloquin , Michael H Santare , Dawn M Elliott ",10.17605/OSF.IO/HQXT8,Individual,5.969412017,421.8935686,2.75E-06,11.93882403,0.3649,RMSE,1.083264,Musculoskeletal,Bovine,Laboratory,Healthy,Circumferential,No layerwise characteristic,"[""Unique Tissue Name"":Bovine Meniscus Medial Circumferential,""Additional Characteristics"": Bovine Meniscus Medial Circumferential]","[""Samplethickness"":1.162105397,""Samplewidth "": 7 ± 0.5  (central belly region),""Samplelength "": 37 ± 0.5,""sampleage"":N/A]","[""Tools"":Leica SM2400 sledge microtome,""Chemicaltreatment "": Phosphate Buffer Solution ,""Extra details"":None]",Fluid,UT,Instron 5943,"[""mediummode "": Fluid,""preconditioning"":10 cycles @ 4% strain]","[""Software"":""Python Flask App"",""Optimization_Type "": minimize,""Algorithm"":trust-constr]","[""InitialGuesses"":[1, 1, 1],""Bounds"": [[0, 1000], [0, 1000], [0, 1000]]]"
bovine_medial_meniscus_circumferential_bc_01_yield.csv, 10.1098/rsos.181166,"John M Peloquin , Michael H Santare , Dawn M Elliott ",10.17605/OSF.IO/HQXT8,Individual,7.278735539,699.846177,8.38E-05,14.55747108,0.3817,RMSE,1.076817,Musculoskeletal,Bovine,Laboratory,Healthy,Circumferential,No layerwise characteristic,"[""Unique Tissue Name"":Bovine Meniscus Medial Circumferential,""Additional Characteristics"": Bovine Meniscus Medial Circumferential]","[""Samplethickness"":0.985655765,""Samplewidth "": 6.9 ± 0.25  (central belly region),""Samplelength "": 38.35 ± 0.20,""sampleage"":N/A]","[""Tools"":Leica SM2400 sledge microtome,""Chemicaltreatment "": Phosphate Buffer Solution ,""Extra details"":None]",Fluid,UT,Instron 5943,"[""mediummode "": Fluid,""preconditioning"":10 cycles @ 4% strain]","[""Software"":""Python Flask App"",""Optimization_Type "": minimize,""Algorithm"":trust-constr]","[""InitialGuesses"":[1, 1, 1],""Bounds"": [[0, 1000], [0, 1000], [0, 1000]]]"
bovine_medial_meniscus_circumferential_bn_01_yield.csv, 10.1098/rsos.181166,"John M Peloquin , Michael H Santare , Dawn M Elliott ",10.17605/OSF.IO/HQXT8,Individual,8.818324169,386.4862746,3.53E-06,17.63664834,0.5326,RMSE,1.095012,Musculoskeletal,Bovine,Laboratory,Healthy,Circumferential,No layerwise characteristic,"[""Unique Tissue Name"":Bovine Meniscus Medial Circumferential,""Additional Characteristics"": Bovine Meniscus Medial Circumferential]","[""Samplethickness"":1.045377074,""Samplewidth "": 9 ± 0.5  (central belly region),""Samplelength "": 41 ± 0.5,""sampleage"":N/A]","[""Tools"":Leica SM2400 sledge microtome,""Chemicaltreatment "": Phosphate Buffer Solution ,""Extra details"":None]",Fluid,UT,Instron 5943,"[""mediummode "": Fluid,""preconditioning"":10 cycles @ 4% strain]","[""Software"":""Python Flask App"",""Optimization_Type "": minimize,""Algorithm"":trust-constr]","[""InitialGuesses"":[1, 1, 1],""Bounds"": [[0, 1000], [0, 1000], [0, 1000]]]"
bovine_medial_meniscus_circumferential_bm_01_yield.csv, 10.1098/rsos.181166,"John M Peloquin , Michael H Santare , Dawn M Elliott ",10.17605/OSF.IO/HQXT8,Individual,1.412010719,432.0345837,5.16E-07,2.824021438,0.453,RMSE,1.109375,Musculoskeletal,Bovine,Laboratory,Healthy,Circumferential,No layerwise characteristic,"[""Unique Tissue Name"":Bovine Meniscus Medial Circumferential,""Additional Characteristics"": Bovine Meniscus Medial Circumferential]","[""Samplethickness"":0.910931504,""Samplewidth "": 5 ± 0.5  (central belly region),""Samplelength "": 34 ± 0.5,""sampleage"":N/A]","[""Tools"":Leica SM2400 sledge microtome,""Chemicaltreatment "": Phosphate Buffer Solution ,""Extra details"":None]",Fluid,UT,Instron 5943,"[""mediummode "": Fluid,""preconditioning"":10 cycles @ 4% strain]","[""Software"":""Python Flask App"",""Optimization_Type "": minimize,""Algorithm"":trust-constr]","[""InitialGuesses"":[1, 1, 1],""Bounds"": [[0, 1000], [0, 1000], [0, 1000]]]"
bovine_medial_meniscus_circumferential_bj_02_st_yield.csv, 10.1098/rsos.181166,"John M Peloquin , Michael H Santare , Dawn M Elliott ",10.17605/OSF.IO/HQXT8,Individual,5.606997545,347.5996593,3.70E-05,11.21399509,0.3226,RMSE,1.092048,Musculoskeletal,Bovine,Laboratory,Healthy,Circumferential,No layerwise characteristic,"[""Unique Tissue Name"":Bovine Meniscus Medial Circumferential,""Additional Characteristics"": Bovine Meniscus Medial Circumferential]","[""Samplethickness"":0.96116393,""Samplewidth "": 9 ± 0.1  (central belly region),""Samplelength "": 38 ± 0.5,""sampleage"":N/A]","[""Tools"":Leica SM2400 sledge microtome,""Chemicaltreatment "": Phosphate Buffer Solution ,""Extra details"":None]",Fluid,UT,Instron 5943,"[""mediummode "": Fluid,""preconditioning"":10 cycles @ 4% strain]","[""Software"":""Python Flask App"",""Optimization_Type "": minimize,""Algorithm"":trust-constr]","[""InitialGuesses"":[1, 1, 1],""Bounds"": [[0, 1000], [0, 1000], [0, 1000]]]"
bovine_medial_meniscus_circumferential_az_01_yield.csv, 10.1098/rsos.181166,"John M Peloquin , Michael H Santare , Dawn M Elliott ",10.17605/OSF.IO/HQXT8,Individual,1.998775306,301.8652521,4.36E-07,3.997550612,0.7449,RMSE,1.134364,Musculoskeletal,Bovine,Laboratory,Healthy,Circumferential,No layerwise characteristic,"[""Unique Tissue Name"":Bovine Meniscus Medial Circumferential,""Additional Characteristics"": Bovine Meniscus Medial Circumferential]","[""Samplethickness"":1.203264016,""Samplewidth "": 6.89 ± 0.19  (central belly region),""Samplelength "": 38.4 ± 0.5,""sampleage"":N/A]","[""Tools"":Leica SM2400 sledge microtome,""Chemicaltreatment "": Phosphate Buffer Solution ,""Extra details"":None]",Fluid,UT,Instron 5943,"[""mediummode "": Fluid,""preconditioning"":10 cycles @ 4% strain]","[""Software"":""Python Flask App"",""Optimization_Type "": minimize,""Algorithm"":trust-constr]","[""InitialGuesses"":[1, 1, 1],""Bounds"": [[0, 1000], [0, 1000], [0, 1000]]]"
bovine_medial_meniscus_circumferential_bp_02_yield.csv, 10.1098/rsos.181166,"John M Peloquin , Michael H Santare , Dawn M Elliott ",10.17605/OSF.IO/HQXT8,Individual,1.145398547,404.2191997,1.36E-06,2.290797093,0.3011,RMSE,1.100511,Musculoskeletal,Bovine,Laboratory,Healthy,Circumferential,No layerwise characteristic,"[""Unique Tissue Name"":Bovine Meniscus Medial Circumferential,""Additional Characteristics"": Bovine Meniscus Medial Circumferential]","[""Samplethickness"":1.156309312,""Samplewidth "": 7 ± 0.5  (central belly region),""Samplelength "": 33 ± 0.5,""sampleage"":N/A]","[""Tools"":Leica SM2400 sledge microtome,""Chemicaltreatment "": Phosphate Buffer Solution ,""Extra details"":None]",Fluid,UT,Instron 5943,"[""mediummode "": Fluid,""preconditioning"":10 cycles @ 4% strain]","[""Software"":""Python Flask App"",""Optimization_Type "": minimize,""Algorithm"":trust-constr]","[""InitialGuesses"":[1, 1, 1],""Bounds"": [[0, 1000], [0, 1000], [0, 1000]]]"
bovine_medial_meniscus_circumferential_bg_02_yield.csv, 10.1098/rsos.181166,"John M Peloquin , Michael H Santare , Dawn M Elliott ",10.17605/OSF.IO/HQXT8,Individual,2.213818208,362.3053614,2.40E-05,4.427636415,0.3389,RMSE,1.100114,Musculoskeletal,Bovine,Laboratory,Healthy,Circumferential,No layerwise characteristic,"[""Unique Tissue Name"":Bovine Meniscus Medial Circumferential,""Additional Characteristics"": Bovine Meniscus Medial Circumferential]","[""Samplethickness"":0.901941839,""Samplewidth "": 5 ± 0.5 (central belly region),""Samplelength "": 40 ± 0.5,""sampleage"":N/A]","[""Tools"":Leica SM2400 sledge microtome,""Chemicaltreatment "": Phosphate Buffer Solution ,""Extra details"":None]",Fluid,UT,Instron 5943,"[""mediummode "": Fluid,""preconditioning"":10 cycles @ 4% strain]","[""Software"":""Python Flask App"",""Optimization_Type "": minimize,""Algorithm"":trust-constr]","[""InitialGuesses"":[1, 1, 1],""Bounds"": [[0, 1000], [0, 1000], [0, 1000]]]"
bovine_medial_meniscus_circumferential_cd_02_yield.csv, 10.1098/rsos.181166,"John M Peloquin , Michael H Santare , Dawn M Elliott ",10.17605/OSF.IO/HQXT8,Individual,5.407326564,423.650047,2.85E-06,10.81465313,0.4955,RMSE,1.103852,Musculoskeletal,Bovine,Laboratory,Healthy,Circumferential,No layerwise characteristic,"[""Unique Tissue Name"":Bovine Meniscus Medial Circumferential,""Additional Characteristics"": Bovine Meniscus Medial Circumferential]","[""Samplethickness"":0.924063958,""Samplewidth "": 8 ± 0.5  (central belly region),""Samplelength "": 35 ± 0.5,""sampleage"":N/A]","[""Tools"":Leica SM2400 sledge microtome,""Chemicaltreatment "": Phosphate Buffer Solution ,""Extra details"":None]",Fluid,UT,Instron 5943,"[""mediummode "": Fluid,""preconditioning"":10 cycles @ 4% strain]","[""Software"":""Python Flask App"",""Optimization_Type "": minimize,""Algorithm"":trust-constr]","[""InitialGuesses"":[1, 1, 1],""Bounds"": [[0, 1000], [0, 1000], [0, 1000]]]"
Hydrogel_06_full_type0.csv,10.1007/s13239-021-00546-7,"Megan Laughlin,Sam Stephens,Jamie Hestekin,Morten Jensen",10.17632/xprsymw64w.1 ,Individual,0.01788050240088978,0.009864323573973252,0.004094850479905958,0.03576100480178,0.0524,RMSE,,Biomaterial,Other,Other,Not Known,None,None,"[""Unique Tissue Name"":Tissue mimicking gel,""Additional Characteristics"": ]","[""Samplethickness"":None,""Samplewidth "": None,""Samplelength "": None,""sampleage"":N/A]","[""Tools"":N/A,""Chemicaltreatment "": N/A,""Extra details"":None]",Fluid or dry medium,UC,Instron 3300 ,"[""mediummode "": Fluid or dry medium,""preconditioning"":None]","[""Software"":""Python Flask App"",""Optimization_Type "": minimize,""Algorithm"":L-BFGS-B]","[""InitialGuesses"":[1, 1, 1],""Bounds"": [[0, 100], [0, 100], [0, 100]]]"
Hydrogel_08_full_type0.csv,10.1007/s13239-021-00546-7,"Megan Laughlin,Sam Stephens,Jamie Hestekin,Morten Jensen",10.17632/xprsymw64w.1 ,Individual,0.022087141751627275,0.0013832355290026303,0.004392806829167976,0.044174283503255,0.0251,RMSE,,Biomaterial,Other,Other,Not Known,None,None,"[""Unique Tissue Name"":Tissue mimicking gel,""Additional Characteristics"": ]","[""Samplethickness"":None,""Samplewidth "": None,""Samplelength "": None,""sampleage"":N/A]","[""Tools"":N/A,""Chemicaltreatment "": N/A,""Extra details"":None]",Fluid or dry medium,UC,Instron 3300 ,"[""mediummode "": Fluid or dry medium,""preconditioning"":None]","[""Software"":""Python Flask App"",""Optimization_Type "": minimize,""Algorithm"":L-BFGS-B]","[""InitialGuesses"":[1, 1, 1],""Bounds"": [[0, 100], [0, 100], [0, 100]]]"
Hydrogel_08_fulltype1.csv,10.1007/s13239-021-00546-7,"Megan Laughlin,Sam Stephens,Jamie Hestekin,Morten Jensen",10.17632/xprsymw64w.1 ,Individual,0.011846353069229383,0.00501293371633856,0.0016356771422468724,0.023692706138459,0.0201,RMSE,,Biomaterial,Other,Other,Not Known,None,None,"[""Unique Tissue Name"":Tissue mimicking gel,""Additional Characteristics"": ]","[""Samplethickness"":None,""Samplewidth "": None,""Samplelength "": None,""sampleage"":N/A]","[""Tools"":N/A,""Chemicaltreatment "": N/A,""Extra details"":None]",Fluid or dry medium,UC,Instron 3300 ,"[""mediummode "": Fluid or dry medium,""preconditioning"":None]","[""Software"":""Python Flask App"",""Optimization_Type "": minimize,""Algorithm"":L-BFGS-B]","[""InitialGuesses"":[1, 1, 1],""Bounds"": [[0, 100], [0, 100], [0, 100]]]"
Hydrogel_09_full_type0.csv,10.1007/s13239-021-00546-7,"Megan Laughlin,Sam Stephens,Jamie Hestekin,Morten Jensen",10.17632/xprsymw64w.1 ,Individual,0.024992888752145306,0.00041923458940497247,0.005513770906678067,0.049985777504291,0.0332,RMSE,,Biomaterial,Other,Other,Not Known,None,None,"[""Unique Tissue Name"":Tissue mimicking gel,""Additional Characteristics"": ]","[""Samplethickness"":None,""Samplewidth "": None,""Samplelength "": None,""sampleage"":N/A]","[""Tools"":N/A,""Chemicaltreatment "": N/A,""Extra details"":None]",Fluid or dry medium,UC,Instron 3300 ,"[""mediummode "": Fluid or dry medium,""preconditioning"":None]","[""Software"":""Python Flask App"",""Optimization_Type "": minimize,""Algorithm"":L-BFGS-B]","[""InitialGuesses"":[1, 1, 1],""Bounds"": [[0, 100], [0, 100], [0, 100]]]"
Hydrogel_09_fulltype1.csv,10.1007/s13239-021-00546-7,"Megan Laughlin,Sam Stephens,Jamie Hestekin,Morten Jensen",10.17632/xprsymw64w.1 ,Individual,0.013227964111251449,0.004252456853829964,0.001938362826772448,0.026455928222503,0.0239,RMSE,,Biomaterial,Other,Other,Not Known,None,None,"[""Unique Tissue Name"":Tissue mimicking gel,""Additional Characteristics"": ]","[""Samplethickness"":None,""Samplewidth "": None,""Samplelength "": None,""sampleage"":N/A]","[""Tools"":N/A,""Chemicaltreatment "": N/A,""Extra details"":None]",Fluid or dry medium,UC,Instron 3300 ,"[""mediummode "": Fluid or dry medium,""preconditioning"":None]","[""Software"":""Python Flask App"",""Optimization_Type "": minimize,""Algorithm"":L-BFGS-B]","[""InitialGuesses"":[1, 1, 1],""Bounds"": [[0, 100], [0, 100], [0, 100]]]"
Hydrogel_10_fulltype1.csv,10.1007/s13239-021-00546-7,"Megan Laughlin,Sam Stephens,Jamie Hestekin,Morten Jensen",10.17632/xprsymw64w.1 ,Individual,0.01271271936030026,0.004019338457278378,0.0011850187461419084,0.025425438720601,0.0227,RMSE,,Biomaterial,Other,Other,Not Known,None,None,"[""Unique Tissue Name"":Tissue mimicking gel,""Additional Characteristics"": ]","[""Samplethickness"":None,""Samplewidth "": None,""Samplelength "": None,""sampleage"":N/A]","[""Tools"":N/A,""Chemicaltreatment "": N/A,""Extra details"":None]",Fluid or dry medium,UC,Instron 3300 ,"[""mediummode "": Fluid or dry medium,""preconditioning"":None]","[""Software"":""Python Flask App"",""Optimization_Type "": minimize,""Algorithm"":L-BFGS-B]","[""InitialGuesses"":[1, 1, 1],""Bounds"": [[0, 100], [0, 100], [0, 100]]]"
Hydrogel_11_fulltype1.csv,10.1007/s13239-021-00546-7,"Megan Laughlin,Sam Stephens,Jamie Hestekin,Morten Jensen",10.17632/xprsymw64w.1 ,Individual,0.0132746571639162,0.002136103300015077,0.002596129689734956,0.026549314327832,0.0266,RMSE,,Biomaterial,Other,Other,Not Known,None,None,"[""Unique Tissue Name"":Tissue mimicking gel,""Additional Characteristics"": ]","[""Samplethickness"":None,""Samplewidth "": None,""Samplelength "": None,""sampleage"":N/A]","[""Tools"":N/A,""Chemicaltreatment "": N/A,""Extra details"":None]",Fluid or dry medium,UC,Instron 3300 ,"[""mediummode "": Fluid or dry medium,""preconditioning"":None]","[""Software"":""Python Flask App"",""Optimization_Type "": minimize,""Algorithm"":L-BFGS-B]","[""InitialGuesses"":[1, 1, 1],""Bounds"": [[0, 100], [0, 100], [0, 100]]]"
Hydrogel_11_fulltype4.csv,10.1007/s13239-021-00546-7,"Megan Laughlin,Sam Stephens,Jamie Hestekin,Morten Jensen",10.17632/xprsymw64w.1 ,Individual,0.004456546109851119,0.002851024953976523,0,0.008913092219702,0.0298,RMSE,,Biomaterial,Other,Other,Not Known,None,None,"[""Unique Tissue Name"":Tissue mimicking gel,""Additional Characteristics"": ]","[""Samplethickness"":None,""Samplewidth "": None,""Samplelength "": None,""sampleage"":N/A]","[""Tools"":N/A,""Chemicaltreatment "": N/A,""Extra details"":None]",Fluid or dry medium,UC,Instron 3300 ,"[""mediummode "": Fluid or dry medium,""preconditioning"":None]","[""Software"":""Python Flask App"",""Optimization_Type "": minimize,""Algorithm"":L-BFGS-B]","[""InitialGuesses"":[1, 1, 1],""Bounds"": [[0, 100], [0, 100], [0, 100]]]"
Hydrogel_01_full_type0.csv,10.1007/s13239-021-00546-7,"Megan Laughlin,Sam Stephens,Jamie Hestekin,Morten Jensen",10.17632/xprsymw64w.1 ,Individual,0.016888588154239777,0.010955463500488984,0.0009717929238626398,0.03377717630848,0.0244,RMSE,,Biomaterial,Other,Other,Not Known,None,None,"[""Unique Tissue Name"":Tissue mimicking gel,""Additional Characteristics"": ]","[""Samplethickness"":None,""Samplewidth "": None,""Samplelength "": None,""sampleage"":N/A]","[""Tools"":N/A,""Chemicaltreatment "": N/A,""Extra details"":None]",Fluid or dry medium,UC,Instron 3300 ,"[""mediummode "": Fluid or dry medium,""preconditioning"":None]","[""Software"":""Python Flask App"",""Optimization_Type "": minimize,""Algorithm"":L-BFGS-B]","[""InitialGuesses"":[1, 1, 1],""Bounds"": [[0, 100], [0, 100], [0, 100]]]"
Hydrogel_01_fulltype1.csv,10.1007/s13239-021-00546-7,"Megan Laughlin,Sam Stephens,Jamie Hestekin,Morten Jensen",10.17632/xprsymw64w.1 ,Individual,0.012251086984385337,0.0030474729426066016,0.0015912511026106196,0.024502173968771,0.0322,RMSE,,Biomaterial,Other,Other,Not Known,None,None,"[""Unique Tissue Name"":Tissue mimicking gel,""Additional Characteristics"": ]","[""Samplethickness"":None,""Samplewidth "": None,""Samplelength "": None,""sampleage"":N/A]","[""Tools"":N/A,""Chemicaltreatment "": N/A,""Extra details"":None]",Fluid or dry medium,UC,Instron 3300 ,"[""mediummode "": Fluid or dry medium,""preconditioning"":None]","[""Software"":""Python Flask App"",""Optimization_Type "": minimize,""Algorithm"":L-BFGS-B]","[""InitialGuesses"":[1, 1, 1],""Bounds"": [[0, 100], [0, 100], [0, 100]]]"
Hydrogel_02_full_type0.csv,10.1007/s13239-021-00546-7,"Megan Laughlin,Sam Stephens,Jamie Hestekin,Morten Jensen",10.17632/xprsymw64w.1 ,Individual,0.02493581934523759,0,0.004927790795821908,0.049871638690475,0.026,RMSE,,Biomaterial,Other,Other,Not Known,None,None,"[""Unique Tissue Name"":Tissue mimicking gel,""Additional Characteristics"": ]","[""Samplethickness"":None,""Samplewidth "": None,""Samplelength "": None,""sampleage"":N/A]","[""Tools"":N/A,""Chemicaltreatment "": N/A,""Extra details"":None]",Fluid or dry medium,UC,Instron 3300 ,"[""mediummode "": Fluid or dry medium,""preconditioning"":None]","[""Software"":""Python Flask App"",""Optimization_Type "": minimize,""Algorithm"":L-BFGS-B]","[""InitialGuesses"":[1, 1, 1],""Bounds"": [[0, 100], [0, 100], [0, 100]]]"
Hydrogel_02_fulltype1.csv,10.1007/s13239-021-00546-7,"Megan Laughlin,Sam Stephens,Jamie Hestekin,Morten Jensen",10.17632/xprsymw64w.1 ,Individual,0.010695852997625387,0.0035288854445678875,0.0018663831910914887,0.021391705995251,0.019,RMSE,,Biomaterial,Other,Other,Not Known,None,None,"[""Unique Tissue Name"":Tissue mimicking gel,""Additional Characteristics"": ]","[""Samplethickness"":None,""Samplewidth "": None,""Samplelength "": None,""sampleage"":N/A]","[""Tools"":N/A,""Chemicaltreatment "": N/A,""Extra details"":None]",Fluid or dry medium,UC,Instron 3300 ,"[""mediummode "": Fluid or dry medium,""preconditioning"":None]","[""Software"":""Python Flask App"",""Optimization_Type "": minimize,""Algorithm"":L-BFGS-B]","[""InitialGuesses"":[1, 1, 1],""Bounds"": [[0, 100], [0, 100], [0, 100]]]"
Hydrogel_03_full_type0.csv,10.1007/s13239-021-00546-7,"Megan Laughlin,Sam Stephens,Jamie Hestekin,Morten Jensen",10.17632/xprsymw64w.1 ,Individual,0.02242226926142102,0.004484421265191584,0.003666937734129392,0.044844538522842,0.0249,RMSE,,Biomaterial,Other,Other,Not Known,None,None,"[""Unique Tissue Name"":Tissue mimicking gel,""Additional Characteristics"": ]","[""Samplethickness"":None,""Samplewidth "": None,""Samplelength "": None,""sampleage"":N/A]","[""Tools"":N/A,""Chemicaltreatment "": N/A,""Extra details"":None]",Fluid or dry medium,UC,Instron 3300 ,"[""mediummode "": Fluid or dry medium,""preconditioning"":None]","[""Software"":""Python Flask App"",""Optimization_Type "": minimize,""Algorithm"":L-BFGS-B]","[""InitialGuesses"":[1, 1, 1],""Bounds"": [[0, 100], [0, 100], [0, 100]]]"
Hydrogel_03_fulltype1.csv,10.1007/s13239-021-00546-7,"Megan Laughlin,Sam Stephens,Jamie Hestekin,Morten Jensen",10.17632/xprsymw64w.1 ,Individual,0.008121468390663394,0.009381562047152068,2.148246723170364e-05,0.016242936781327,0.0095,RMSE,,Biomaterial,Other,Other,Not Known,None,None,"[""Unique Tissue Name"":Tissue mimicking gel,""Additional Characteristics"": ]","[""Samplethickness"":None,""Samplewidth "": None,""Samplelength "": None,""sampleage"":N/A]","[""Tools"":N/A,""Chemicaltreatment "": N/A,""Extra details"":None]",Fluid or dry medium,UC,Instron 3300 ,"[""mediummode "": Fluid or dry medium,""preconditioning"":None]","[""Software"":""Python Flask App"",""Optimization_Type "": minimize,""Algorithm"":L-BFGS-B]","[""InitialGuesses"":[1, 1, 1],""Bounds"": [[0, 100], [0, 100], [0, 100]]]"
Hydrogel_04_full_type0.csv,10.1007/s13239-021-00546-7,"Megan Laughlin,Sam Stephens,Jamie Hestekin,Morten Jensen",10.17632/xprsymw64w.1 ,Individual,0.021194738419461512,0.006153338983232823,0.0027420385456848706,0.042389476838923,0.0369,RMSE,,Biomaterial,Other,Other,Not Known,None,None,"[""Unique Tissue Name"":Tissue mimicking gel,""Additional Characteristics"": ]","[""Samplethickness"":None,""Samplewidth "": None,""Samplelength "": None,""sampleage"":N/A]","[""Tools"":N/A,""Chemicaltreatment "": N/A,""Extra details"":None]",Fluid or dry medium,UC,Instron 3300 ,"[""mediummode "": Fluid or dry medium,""preconditioning"":None]","[""Software"":""Python Flask App"",""Optimization_Type "": minimize,""Algorithm"":L-BFGS-B]","[""InitialGuesses"":[1, 1, 1],""Bounds"": [[0, 100], [0, 100], [0, 100]]]"
Hydrogel_04_fulltype1.csv,10.1007/s13239-021-00546-7,"Megan Laughlin,Sam Stephens,Jamie Hestekin,Morten Jensen",10.17632/xprsymw64w.1 ,Individual,0.014007125568405361,0,0.00242016991023772,0.028014251136811,0.0389,RMSE,,Biomaterial,Other,Other,Not Known,None,None,"[""Unique Tissue Name"":Tissue mimicking gel,""Additional Characteristics"": ]","[""Samplethickness"":None,""Samplewidth "": None,""Samplelength "": None,""sampleage"":N/A]","[""Tools"":N/A,""Chemicaltreatment "": N/A,""Extra details"":None]",Fluid or dry medium,UC,Instron 3300 ,"[""mediummode "": Fluid or dry medium,""preconditioning"":None]","[""Software"":""Python Flask App"",""Optimization_Type "": minimize,""Algorithm"":L-BFGS-B]","[""InitialGuesses"":[1, 1, 1],""Bounds"": [[0, 100], [0, 100], [0, 100]]]"
Hydrogel_05_full_type0.csv,10.1007/s13239-021-00546-7,"Megan Laughlin,Sam Stephens,Jamie Hestekin,Morten Jensen",10.17632/xprsymw64w.1 ,Individual,0.03063540224312029,0,0.006324946122195522,0.061270804486241,0.0441,RMSE,,Biomaterial,Other,Other,Not Known,None,None,"[""Unique Tissue Name"":Tissue mimicking gel,""Additional Characteristics"": ]","[""Samplethickness"":None,""Samplewidth "": None,""Samplelength "": None,""sampleage"":N/A]","[""Tools"":N/A,""Chemicaltreatment "": N/A,""Extra details"":None]",Fluid or dry medium,UC,Instron 3300 ,"[""mediummode "": Fluid or dry medium,""preconditioning"":None]","[""Software"":""Python Flask App"",""Optimization_Type "": minimize,""Algorithm"":L-BFGS-B]","[""InitialGuesses"":[1, 1, 1],""Bounds"": [[0, 100], [0, 100], [0, 100]]]"
Hydrogel_05_fulltype1.csv,10.1007/s13239-021-00546-7,"Megan Laughlin,Sam Stephens,Jamie Hestekin,Morten Jensen",10.17632/xprsymw64w.1 ,Individual,0.008097900592132834,0.009988160321798865,8.53850158405173e-06,0.016195801184266,0.0148,RMSE,,Biomaterial,Other,Other,Not Known,None,None,"[""Unique Tissue Name"":Tissue mimicking gel,""Additional Characteristics"": ]","[""Samplethickness"":None,""Samplewidth "": None,""Samplelength "": None,""sampleage"":N/A]","[""Tools"":N/A,""Chemicaltreatment "": N/A,""Extra details"":None]",Fluid or dry medium,UC,Instron 3300 ,"[""mediummode "": Fluid or dry medium,""preconditioning"":None]","[""Software"":""Python Flask App"",""Optimization_Type "": minimize,""Algorithm"":L-BFGS-B]","[""InitialGuesses"":[1, 1, 1],""Bounds"": [[0, 100], [0, 100], [0, 100]]]"
Hydrogel_010_full_type0.csv,10.1007/s13239-021-00546-7,"Megan Laughlin,Sam Stephens,Jamie Hestekin,Morten Jensen",10.17632/xprsymw64w.1 ,Individual,0.02097453491602321,0,0.008167329104323473,0.041949069832046,0.0755,RMSE,,Biomaterial,Other,Other,Not Known,None,None,"[""Unique Tissue Name"":Tissue mimicking gel,""Additional Characteristics"": ]","[""Samplethickness"":None,""Samplewidth "": None,""Samplelength "": None,""sampleage"":N/A]","[""Tools"":N/A,""Chemicaltreatment "": N/A,""Extra details"":None]",Fluid or dry medium,UC,Instron 3300 ,"[""mediummode "": Fluid or dry medium,""preconditioning"":None]","[""Software"":""Python Flask App"",""Optimization_Type "": minimize,""Algorithm"":L-BFGS-B]","[""InitialGuesses"":[1, 1, 1],""Bounds"": [[0, 100], [0, 100], [0, 100]]]"
Hydrogel_011_full.csv,10.1007/s13239-021-00546-7,"Megan Laughlin,Sam Stephens,Jamie Hestekin,Morten Jensen",10.17632/xprsymw64w.1 ,Individual,0.013551438349694005,0.016247106401723797,0,0.027102876699388,0.0128,RMSE,,Biomaterial,Other,Other,Not Known,None,None,"[""Unique Tissue Name"":Tissue mimicking gel,""Additional Characteristics"": ]","[""Samplethickness"":None,""Samplewidth "": None,""Samplelength "": None,""sampleage"":N/A]","[""Tools"":N/A,""Chemicaltreatment "": N/A,""Extra details"":None]",Fluid or dry medium,UC,Instron 3300 ,"[""mediummode "": Fluid or dry medium,""preconditioning"":None]","[""Software"":""Python Flask App"",""Optimization_Type "": minimize,""Algorithm"":L-BFGS-B]","[""InitialGuesses"":[1, 1, 1],""Bounds"": [[0, 100], [0, 100], [0, 100]]]"
Hydrogel001_fulltype4.csv,10.1007/s13239-021-00546-7,"Megan Laughlin,Sam Stephens,Jamie Hestekin,Morten Jensen",10.17632/xprsymw64w.1 ,Individual,0.0032251371349579236,0.0026342525406111887,0.000232715965510957,0.006450274269916,0.0125,RMSE,,Biomaterial,Other,Other,Not Known,None,None,"[""Unique Tissue Name"":Tissue mimicking gel,""Additional Characteristics"": ]","[""Samplethickness"":None,""Samplewidth "": None,""Samplelength "": None,""sampleage"":N/A]","[""Tools"":N/A,""Chemicaltreatment "": N/A,""Extra details"":None]",Fluid or dry medium,UC,Instron 3300 ,"[""mediummode "": Fluid or dry medium,""preconditioning"":None]","[""Software"":""Python Flask App"",""Optimization_Type "": minimize,""Algorithm"":L-BFGS-B]","[""InitialGuesses"":[1, 1, 1],""Bounds"": [[0, 100], [0, 100], [0, 100]]]"
